feature,amplitude,percent_beyond_1_std,percent_close_to_median,skew,max_slope
channel,0,0,0,0,0
0,143.5,0.3273126678057115,0.5050036612155235,0.03280499636078603,11107.796610166752
1,211.5,0.29021235050036615,0.6404686355870148,-0.09271499211959769,20653.559322035173
2,165.0,0.3026604832804491,0.5159873077861851,-0.004099908422673498,13537.627118640728
3,171.5,0.300951916036124,0.5411276543812545,0.06367751324413805,17008.813559317838
4,170.0,0.305101293629485,0.5662680009763241,0.14275337323253015,13016.949152543175
5,151.5,0.3087625091530388,0.5247742250427142,0.0025011817593482595,10934.237288132896
6,162.0,0.30851842811813524,0.5318525750549182,0.003178683279414835,12843.389830505306
7,126.5,0.32462777642177204,0.565779838906517,-0.023596653944598325,8851.525423732088
8,105.0,0.32413961435196487,0.491091042226019,-0.002426031720372573,7463.050847455786
9,156.0,0.3021723212106419,0.546741518184037,0.20265028735172702,10934.237288132896
10,149.5,0.3107151574322675,0.5643153526970954,-0.12018981338006451,8677.966101692775
11,138.5,0.29558213326824506,0.528435440566268,-0.0914853389237861,13537.627118640728
12,109.0,0.3129118867463998,0.49694898706370516,0.005112452544532662,9025.084745760485
13,155.5,0.3019282401757383,0.5599218940688309,0.0551950414951377,8330.847457627633
14,102.0,0.30851842811813524,0.5555284354405663,-0.2813200124947303,7636.610169491996
15,184.0,0.300951916036124,0.5696851354649743,-0.19576677245427937,19265.084745757962
16,105.0,0.3019282401757383,0.5064681474249451,0.05057527697813485,9892.881355929763
17,195.5,0.2950939711984379,0.5660239199414205,0.07750325162235075,13364.067796615114
18,104.0,0.3087625091530388,0.5093971198437881,-0.047926331764203724,9372.203389831086
19,91.0,0.3170612643397608,0.5184281181352209,-0.12282530171016943,6942.3728813585
20,112.0,0.31388821088601415,0.564559433731999,0.19772523755260535,14231.86440677615
21,104.5,0.30339272638515985,0.5301440078105931,0.009343864947020985,19785.762711859526
22,190.5,0.2948498901635343,0.586526726873322,-0.18445856807259337,12843.389830508771
23,132.0,0.3143763729558213,0.5482060043934587,0.05441434741046727,16488.135593226438
24,159.5,0.3109592384671711,0.4635098852819136,-0.0901991558303276,13016.949152543175
25,253.0,0.30851842811813524,0.6429094459360508,-0.11708687788202442,23430.508474577717
26,130.5,0.3094947522577496,0.5135464974371491,0.008883432689729694,14752.54237288113
27,117.5,0.31193556260678545,0.5098852819135953,-0.07316764334419591,9198.644067794341
28,185.0,0.3019282401757383,0.6258237734927996,0.06531278308475195,15273.220338983992
29,218.0,0.3043690505247742,0.6058091286307054,0.0960385552926802,22562.711864404693
30,110.5,0.2963143763729558,0.5787161337564072,0.07790220910380466,6421.694915254633
31,91.0,0.300951916036124,0.517207712960703,-0.02665173820853917,8157.288135593723
32,172.0,0.30803026604832806,0.5713937027092995,0.1281218207705191,21521.35593220472
33,151.5,0.2982670246521845,0.5508908957773981,0.19479536922250987,15446.779661013139
34,192.5,0.3070539419087137,0.5259946302172321,0.1944848378138337,9545.762711867937
35,185.5,0.3126678057114962,0.5679765682206492,-0.17373333914649158,10934.237288139639
36,152.0,0.3212106419331218,0.49890163534293386,-0.12839434685318554,11802.033898305812
37,77.5,0.30656577983890654,0.49304369050524777,0.07675374403247699,6942.3728813585
38,210.0,0.29753478154747376,0.5589455699292165,-0.14888363338453664,23604.067796604348
39,131.0,0.31974615572370024,0.560410056138638,0.02578137341318412,14405.423728813337
40,158.5,0.3231632902123505,0.5120820112277276,0.01279664987429101,15793.898305080851
41,85.5,0.32487185745667563,0.5252623871125214,0.08600235300137501,8157.288135591209
42,119.0,0.3109592384671711,0.5552843544056627,0.1262179320381637,9198.644067796646
43,162.5,0.31242372467659263,0.5430803026604832,-0.13702931248190797,12669.830508475357
44,161.0,0.31047107639736393,0.5814010251403466,0.06799017285955924,10239.999999999842
45,156.0,0.2909445936050769,0.6072736148401269,0.050949044827945746,10934.237288135424
46,157.0,0.3112033195020747,0.535513790578472,-0.09044246584647368,10413.55932203133
47,170.0,0.2987551867219917,0.5794483768611179,-0.27929314157056667,26728.135593213745
48,116.5,0.3094947522577496,0.5362460336831828,0.08411350317599015,17355.93220338555
49,184.5,0.31364412985111056,0.5294117647058824,-0.05568467198929736,12669.830508471452
50,152.0,0.3004637539663168,0.5796924578960215,0.042278635183069,16314.576271187447
51,158.0,0.3234073712472541,0.5933609958506224,0.10240705352065199,18050.169491526536
52,110.0,0.3170612643397608,0.5140346595069563,-0.14830482464416553,7636.610169491996
53,188.5,0.31974615572370024,0.5240419819380034,-0.07282103060058218,23083.38983050278
54,166.5,0.3087625091530388,0.5450329509397119,-0.06717106475638081,17182.372881351694
55,165.5,0.3112033195020747,0.5018306077617769,-0.029556580074265235,14926.101694916175
56,176.5,0.305101293629485,0.5472296802538443,0.0738900009776722,14752.542372886814
57,141.5,0.3278008298755187,0.5233097388332927,-0.10793657338677244,12843.389830509266
58,138.5,0.3109592384671711,0.5596778130339273,-0.02674970530364729,8504.406779658919
59,112.5,0.31193556260678545,0.511837930192824,0.10408196642892907,9025.084745760485
60,75.5,0.3053453746643886,0.5169636319257994,-0.07186513816829429,6074.576271186816
61,229.0,0.2662924090798145,0.6675616304613131,-0.0890551466197215,12149.152542369884
62,114.0,0.31974615572370024,0.4947522577495729,0.1592440030908038,11975.59322033603
63,160.0,0.3024164022455455,0.5528435440566268,-0.013304940593891493,12322.71186440374
64,151.0,0.30119599707102757,0.597754454478887,0.01659679798518148,11802.033898302174
65,83.0,0.30998291432755676,0.5023187698315841,-0.10337812351339892,10934.237288132896
66,160.5,0.303880888454967,0.5357578716133756,-0.1318463160088896,10934.237288136268
67,157.0,0.303880888454967,0.5699292164998779,-0.18634578591698683,11975.59322033972
68,158.0,0.33707590920185504,0.4652184525262387,0.04290607378154484,11281.355932203405
69,160.0,0.30851842811813524,0.5028069319013913,-0.09693873069555951,11975.593220343413
70,182.0,0.3214547229680254,0.5079326336343666,0.039788323027199174,14578.983050843863
71,153.5,0.3214547229680254,0.4979253112033195,0.046354025407720184,13016.949152539162
72,93.0,0.31730534537466437,0.5374664388577007,-0.040916364244612244,8157.288135591209
73,135.5,0.30851842811813524,0.5111056870881132,-0.016050162578528503,9198.644067794341
74,154.0,0.3270685867708079,0.5115938491579204,0.08890377434229327,12149.152542369884
75,142.5,0.2909445936050769,0.604832804491091,-0.35237033147660357,8677.966101692775
76,197.5,0.300951916036124,0.5804247010007323,-0.13680448311099466,23256.949152543806
77,161.0,0.30632169880400295,0.6150842079570418,-0.004943108577697385,14058.30508474663
78,126.5,0.31242372467659263,0.5013424456919697,0.16050139028577426,10066.440677969826
79,70.5,0.3309738833292653,0.4693678301195997,-0.059687350093763906,6595.2542372905755
80,136.5,0.3077861850134245,0.528435440566268,-0.1583681960920406,10934.237288135424
81,195.0,0.3070539419087137,0.5945814010251403,0.023071260958911443,13190.508474577084
82,109.5,0.3143763729558213,0.5301440078105931,-0.15972747233765447,16314.576271187447
83,124.5,0.3170612643397608,0.47644618013180373,-0.029448968728342195,12322.71186440754
84,163.0,0.3053453746643886,0.5457651940444227,0.16893582887187686,17355.9322033909
85,138.5,0.30827434708323165,0.5137905784720527,-0.09936851581024819,11281.355932207563
86,139.0,0.3004637539663168,0.5291676836709788,-0.000687710262205894,12322.71186440754
87,146.5,0.300951916036124,0.5218452526238712,-0.0626146354656131,13884.74576270844
88,131.5,0.30803026604832806,0.535513790578472,0.027440998554386104,13537.627118644903
89,193.0,0.3112033195020747,0.5777398096167927,-0.025072066701994803,13711.186440678812
90,144.5,0.31632902123505,0.4874298267024652,-0.04670618265914194,10760.67796610236
91,187.5,0.3019282401757383,0.6416890407615329,-0.1821313415554348,11975.59322033603
92,159.5,0.3053453746643886,0.5399072492067366,0.053677976173119986,13711.18644068304
93,196.0,0.29362948498901636,0.5731022699536246,-0.10397035981041869,18223.728813554826
94,179.5,0.30998291432755676,0.5872589699780327,-0.12221028049891067,14405.423728810007
95,217.5,0.28118135220893337,0.7144251891628021,-0.10178878324101877,16488.135593216273
96,149.5,0.29607029533805224,0.553331706126434,-0.18852667303438408,14405.423728810007
97,154.5,0.3043690505247742,0.5323407371247254,-0.15735832993597343,9719.322033895907
98,162.5,0.3212106419331218,0.5257505491823286,0.006840407593553521,12843.389830507287
99,151.0,0.2928972418843056,0.5572370026848914,0.21180852814184375,11454.915254237994
100,204.0,0.3077861850134245,0.5123260922626311,0.04828606506025026,42001.35593220598
101,327.5,0.33390285574810835,0.4373932145472297,0.07224288114800591,59010.169491529065
